Mês,F_REF_SAZ_MRE m
2024-01-01 00:00:00,0.095052515744
2024-02-01 00:00:00,0.093557488599
2024-03-01 00:00:00,0.101280947818
2024-04-01 00:00:00,0.088751183045
2024-05-01 00:00:00,0.084749601951
2024-06-01 00:00:00,0.07547612494
2024-07-01 00:00:00,0.074145000656
2024-08-01 00:00:00,0.072745442608
2024-09-01 00:00:00,0.071673216322
2024-10-01 00:00:00,0.076617687867
2024-11-01 00:00:00,0.07866968233
2024-12-01 00:00:00,0.087281108121
