Mês,Código do Ativo,Sigla do Ativo,CEG do empreendimento,Cód. Parcela de Usina,Sigla da Parcela de Usina,"LIM_MIN_SAZ_MRE p,m","LIM_MAX_SAZ_MRE p,m"
2024-01-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,83494.13,125241.194
2024-02-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,82180.898,123271.346
2024-03-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,88965.185,133447.777
2024-04-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,77959.039,116938.559
2024-05-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,74444.05,111666.076
2024-06-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,66298.228,99447.342
2024-07-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,65128.969,97693.453
2024-08-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,63899.597,95849.395
2024-09-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,62957.754,94436.63
2024-10-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,67300.977,100951.465
2024-11-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,69103.449,103655.173
2024-12-01 00:00:00,201,FURNAS,UHE.PH.MG.001007-3.01,956294,FURNAS FURNAS,76667.726,115001.588
2024-01-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,200252.321,300378.481
2024-02-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,197102.666,295653.998
2024-03-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,213374.098,320061.148
2024-04-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,186976.959,280465.439
2024-05-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,178546.61,267819.916
2024-06-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,159009.67,238514.506
2024-07-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,156205.318,234307.978
2024-08-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,153256.793,229885.189
2024-09-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,150997.875,226496.813
2024-10-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,161414.663,242121.995
2024-11-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,165737.712,248606.568
2024-12-01 00:00:00,202,PEIXOTO,UHE.PH.MG.002038-9.01,202,PEIXOTO,183879.873,275819.809
2024-01-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,66421.25,99631.876
2024-02-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,65376.548,98064.822
2024-03-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,70773.584,106160.376
2024-04-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,62017.975,93026.963
2024-05-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,59221.731,88832.597
2024-06-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,52741.566,79112.35
2024-07-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,51811.397,77717.095
2024-08-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,50833.407,76250.111
2024-09-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,50084.152,75126.228
2024-10-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,53539.274,80308.91
2024-11-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,54973.176,82459.764
2024-12-01 00:00:00,203,ESTREITO (FURNAS),UHE.PH.SP.000917-2.01,956759,CARLOS BARRETO LIVRE,60990.709,91486.063
2024-01-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,27439.511,41159.267
2024-02-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,27007.93,40511.896
2024-03-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,29237.518,43856.278
2024-04-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,25620.458,38430.688
2024-05-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,24465.293,36697.939
2024-06-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,21788.25,32682.374
2024-07-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,21403.984,32105.976
2024-08-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,20999.963,31499.945
2024-09-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,20690.436,31035.654
2024-10-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,22117.793,33176.689
2024-11-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,22710.158,34065.236
2024-12-01 00:00:00,204,PORTO COLOMBIA,UHE.PH.MG.002117-2.01,956293,PORTO COLÔMBIA,25196.082,37794.122
2024-01-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,92003.851,138005.777
2024-02-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,90556.775,135835.163
2024-03-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,98032.516,147048.774
2024-04-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,85904.625,128856.937
2024-05-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,82031.388,123047.082
2024-06-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,73055.343,109583.015
2024-07-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,71766.913,107650.369
2024-08-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,70412.244,105618.366
2024-09-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,69374.407,104061.611
2024-10-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,74160.293,111240.439
2024-11-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,76146.473,114219.709
2024-12-01 00:00:00,205,MARIMBONDO,UHE.PH.MG.001417-6.01,956314,MARIMBONDO FURNAS,84481.7,126722.55
2024-01-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),633820.638,950730.958
2024-02-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),623851.633,935777.449
2024-03-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),675352.509,1013028.763
2024-04-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),591802.658,887703.988
2024-05-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),565119.675,847679.513
2024-06-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),503283.11,754924.664
2024-07-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),494407.026,741610.54
2024-08-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),485074.619,727611.929
2024-09-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),477924.896,716887.344
2024-10-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),510895.177,766342.765
2024-11-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),524578.102,786867.152
2024-12-01 00:00:00,206,ITUMBIARA (FURNAS),UHE.PH.MG.001194-0.01,206,ITUMBIARA (FURNAS),582000.037,873000.055
2024-01-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,13679.678,20519.518
2024-02-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,13464.518,20196.778
2024-03-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,14576.056,21864.084
2024-04-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,12772.809,19159.213
2024-05-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,12196.914,18295.37
2024-06-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,10862.302,16293.452
2024-07-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,10670.73,16006.096
2024-08-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,10469.31,15703.964
2024-09-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,10314.998,15472.498
2024-10-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,11026.592,16539.888
2024-11-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,11321.909,16982.863
2024-12-01 00:00:00,207,FUNIL (FURNAS),UHE.PH.RJ.027118-7.01,956295,FUNIL FURNAS,12561.24,18841.86
2024-01-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,404579.155,606868.733
2024-02-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,398215.759,597323.639
2024-03-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,431089.698,646634.548
2024-04-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,377758.32,566637.48
2024-05-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,360726.09,541089.136
2024-06-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,321254.694,481882.042
2024-07-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,315588.93,473383.396
2024-08-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,309631.886,464447.83
2024-09-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,305068.089,457602.133
2024-10-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,326113.614,489170.422
2024-11-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,334847.672,502271.508
2024-12-01 00:00:00,208,SERRA DA MESA,UHE.PH.GO.002731-6.01,208,SERRA DA MESA,371501.13,557251.696
2024-01-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,29323.138,43984.708
2024-02-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,28861.931,43292.897
2024-03-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,31244.573,46866.859
2024-04-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,27379.214,41068.822
2024-05-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,26144.75,39217.126
2024-06-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,23283.938,34925.906
2024-07-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,22873.294,34309.94
2024-08-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,22441.538,33662.308
2024-09-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,22110.763,33166.145
2024-10-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,23636.103,35454.155
2024-11-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,24269.131,36403.697
2024-12-01 00:00:00,209,CORUMBA I - FURNAS,UHE.PH.GO.000866-4.01,956296,CORUMBÁ I - FURNAS,26925.705,40388.557
2024-01-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),241182.479,361773.719
2024-02-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),237389.057,356083.585
2024-03-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),256986.255,385479.383
2024-04-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),225193.728,337790.592
2024-05-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),215040.275,322560.413
2024-06-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),191510.122,287265.184
2024-07-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),188132.581,282198.871
2024-08-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),184581.398,276872.096
2024-09-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),181860.774,272791.16
2024-10-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),194406.679,291610.019
2024-11-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),199613.328,299419.992
2024-12-01 00:00:00,212,PA 1+2+3+4+AP. SALES,"UHE.PH.AL.001510-5.01, UHE.PH.BA.002012-5.01, UHE.PH.BA.027048-2.01, UHE.PH.BA.027049-0.01, UHE.PH.BA.027050-4.01",889272,PA IaIV+A.S. (Chesf),221463.618,332195.428
2024-01-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,367.374,551.062
2024-02-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,361.596,542.394
2024-03-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,391.447,587.171
2024-04-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,343.02,514.53
2024-05-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,327.554,491.33
2024-06-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,291.712,437.568
2024-07-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,286.567,429.851
2024-08-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,281.158,421.738
2024-09-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,277.014,415.522
2024-10-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,296.124,444.186
2024-11-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,304.055,456.083
2024-12-01 00:00:00,216,PICARRAO,CGH.PH.MG.002055-9.01,216,PICARRAO,337.338,506.006
2024-01-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),105702.901,158554.351
2024-02-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),104040.359,156060.539
2024-03-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),112629.212,168943.818
2024-04-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),98695.52,148043.28
2024-05-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),94245.572,141368.358
2024-06-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),83933.026,125899.54
2024-07-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),82452.753,123679.129
2024-08-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),80896.378,121344.568
2024-09-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),79704.012,119556.018
2024-10-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),85202.498,127803.748
2024-11-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),87484.414,131226.62
2024-12-01 00:00:00,217,ITAPARICA,UHE.PH.PE.001174-6.01,889276,Itaparica (Livre),97060.727,145591.091
2024-01-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),251505.694,377258.54
2024-02-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),247549.903,371324.855
2024-03-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),267985.911,401978.867
2024-04-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),234832.583,352248.875
2024-05-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),224244.538,336366.806
2024-06-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),199707.235,299560.853
2024-07-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),196185.126,294277.69
2024-08-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),192481.944,288722.916
2024-09-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),189644.87,284467.304
2024-10-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),202727.772,304091.658
2024-11-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),208157.278,312235.918
2024-12-01 00:00:00,218,XINGO,UHE.PH.SE.027053-9.01,889277,Xingo (ACL),230942.816,346414.224
2024-01-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,305588.515,458382.773
2024-02-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,300782.086,451173.13
2024-03-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,325612.575,488418.863
2024-04-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,285330.083,427995.125
2024-05-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,272465.224,408697.836
2024-06-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,242651.515,363977.273
2024-07-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,238372.025,357558.037
2024-08-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,233872.524,350808.786
2024-09-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,230425.377,345638.065
2024-10-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,246321.576,369482.364
2024-11-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,252918.623,379377.935
2024-12-01 00:00:00,219,SOBRADINHO,UHE.PH.BA.002755-3.01,219,SOBRADINHO,280603.875,420905.813
2024-01-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),19803.472,29705.208
2024-02-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),19491.994,29237.992
2024-03-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),21101.118,31651.678
2024-04-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),18490.637,27735.955
2024-05-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),17656.938,26485.406
2024-06-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),15724.879,23587.319
2024-07-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),15447.55,23171.324
2024-08-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),15155.962,22733.942
2024-09-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),14932.572,22398.858
2024-10-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),15962.715,23944.073
2024-11-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),16390.233,24585.349
2024-12-01 00:00:00,220,BOA ESPERANCA,UHE.PH.PI.000267-4.01,889274,Boa Esperança (ACL),18184.358,27276.536
2024-01-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),253.154,379.732
2024-02-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),249.173,373.759
2024-03-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),269.742,404.614
2024-04-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),236.372,354.558
2024-05-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),225.714,338.572
2024-06-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),201.016,301.524
2024-07-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),197.471,296.207
2024-08-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),193.743,290.615
2024-09-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),190.888,286.332
2024-10-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),204.057,306.085
2024-11-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),209.522,314.282
2024-12-01 00:00:00,222,PEDRA,UHE.PH.BA.027052-0.01,889273,PEDRA (ACL),232.457,348.685
2024-01-01 00:00:00,224,ILHA SOLTEIRA,UHE.PH.SP.001120-7.01,896145,ILHA SOLTEIRA ACL,329634.825,494452.237
2024-02-01 00:00:00,224,ILHA SOLTEIRA,UHE.PH.SP.001120-7.01,896145,ILHA SOLTEIRA ACL,324450.186,486675.278
2024-03-01 00:00:00,224,ILHA SOLTEIRA,UHE.PH.SP.001120-7.01,896145,ILHA SOLTEIRA ACL,351234.549,526851.823
2024-04-01 00:00:00,224,ILHA SOLTEIRA,UHE.PH.SP.001120-7.01,896145,ILHA SOLTEIRA ACL,307782.286,461673.43
