Mês,Código do Ativo,Sigla do Ativo,CEG do empreendimento,Cód. Parcela de Usina,Sigla da Parcela de Usina,"LIM_MIN_SAZ_MRE p,m","LIM_MAX_SAZ_MRE p,m"
2024-11-01 00:00:00,328,EUCLIDES DA CUNHA,UHE.PH.SP.000923-7.01,328,EUCLIDES DA CUNHA,26038.179,39057.269
2024-12-01 00:00:00,328,EUCLIDES DA CUNHA,UHE.PH.SP.000923-7.01,328,EUCLIDES DA CUNHA,28888.399,43332.599
2024-01-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,9551.729,14327.593
2024-02-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,9401.494,14102.242
2024-03-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,10177.617,15266.425
2024-04-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,8918.514,13377.772
2024-05-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,8516.399,12774.599
2024-06-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,7584.518,11376.776
2024-07-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,7450.754,11176.132
2024-08-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,7310.114,10965.17
2024-09-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,7202.367,10803.551
2024-10-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,7699.232,11548.848
2024-11-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,7905.434,11858.152
2024-12-01 00:00:00,329,LIMOEIRO,UHE.PH.SP.001328-5.01,329,LIMOEIRO,8770.788,13156.182
2024-01-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2645.094,3967.642
2024-02-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2603.491,3905.237
2024-03-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2818.417,4227.625
2024-04-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2469.742,3704.614
2024-05-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2358.387,3537.581
2024-06-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2100.328,3150.492
2024-07-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2063.286,3094.928
2024-08-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2024.339,3036.509
2024-09-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,1994.502,2991.752
2024-10-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2132.095,3198.143
2024-11-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2189.198,3283.796
2024-12-01 00:00:00,330,MOGI GUACU,PCH.PH.SP.001479-6.01,330,MOGI GUACU,2428.834,3643.25
2024-01-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),17767.551,26651.327
2024-02-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),17488.095,26232.143
2024-03-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),18931.791,28397.687
2024-04-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),16589.683,24884.525
2024-05-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),15841.694,23762.54
2024-06-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),14108.263,21162.395
2024-07-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),13859.445,20789.167
2024-08-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),13597.834,20396.752
2024-09-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),13397.41,20096.114
2024-10-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),14321.648,21482.472
2024-11-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),14705.214,22057.82
2024-12-01 00:00:00,339,SANTA CLARA (CESC),UHE.PH.MG.002699-9.01,339,SANTA CLARA (CESC),16314.892,24472.338
2024-01-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2952.353,4428.529
2024-02-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2905.917,4358.875
2024-03-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,3145.809,4718.713
2024-04-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2756.632,4134.948
2024-05-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2632.342,3948.512
2024-06-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2344.306,3516.458
2024-07-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2302.96,3454.44
2024-08-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2259.49,3389.234
2024-09-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2226.186,3339.28
2024-10-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2379.762,3569.644
2024-11-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2443.498,3665.246
2024-12-01 00:00:00,344,MELLO,PCH.PH.MG.001454-0.01,344,MELLO,2710.97,4066.456
2024-01-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1422.74,2134.11
2024-02-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1400.362,2100.544
2024-03-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1515.966,2273.95
2024-04-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1328.422,1992.634
2024-05-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1268.526,1902.79
2024-06-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1129.722,1694.582
2024-07-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1109.798,1664.696
2024-08-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1088.849,1633.273
2024-09-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1072.8,1609.2
2024-10-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1146.809,1720.213
2024-11-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1177.522,1766.284
2024-12-01 00:00:00,347,GARCIA,UHE.PH.SC.001019-7.02,895721,GARCIA ACL,1306.418,1959.628
2024-01-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,781.505,1172.257
2024-02-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,769.214,1153.82
2024-03-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,832.714,1249.072
2024-04-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,729.697,1094.545
2024-05-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,696.796,1045.194
2024-06-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,620.551,930.827
2024-07-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,609.607,914.411
2024-08-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,598.1,897.15
2024-09-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,589.285,883.927
2024-10-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,629.937,944.905
2024-11-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,646.808,970.212
2024-12-01 00:00:00,348,CONGONHAL I,PCH.PH.MG.028036-4.01,348,CONGONHAL I,717.61,1076.414
2024-01-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,300.579,450.869
2024-02-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,295.851,443.777
2024-03-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,320.274,480.412
2024-04-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,280.653,420.979
2024-05-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,267.998,401.998
2024-06-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,238.674,358.01
2024-07-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,234.464,351.696
2024-08-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,230.038,345.058
2024-09-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,226.648,339.972
2024-10-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,242.283,363.425
2024-11-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,248.773,373.159
2024-12-01 00:00:00,349,HENRIQUE PORTUGAL,CGH.PH.MG.028022-4.01,349,HENRIQUE PORTUGAL,276.004,414.006
2024-01-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,988.57,1482.856
2024-02-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,973.022,1459.532
2024-03-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,1053.348,1580.022
2024-04-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,923.035,1384.553
2024-05-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,881.418,1322.126
2024-06-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,784.971,1177.457
2024-07-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,771.127,1156.691
2024-08-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,756.571,1134.857
2024-09-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,745.42,1118.13
2024-10-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,796.843,1195.265
2024-11-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,818.185,1227.277
2024-12-01 00:00:00,350,PAES LEME,PCH.PH.MG.001932-1.01,350,PAES LEME,907.746,1361.618
2024-01-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,347201.99,520802.984
2024-02-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,341741.046,512611.57
2024-03-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,369952.823,554929.235
2024-04-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,324184.869,486277.303
2024-05-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,309568.139,464352.209
2024-06-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,275694.552,413541.828
2024-07-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,270832.303,406248.455
2024-08-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,265720.083,398580.125
2024-09-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,261803.521,392705.281
2024-10-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,279864.383,419796.575
2024-11-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,287359.782,431039.674
2024-12-01 00:00:00,352,MACHADINHO,UHE.PH.SC.001356-0.01,352,MACHADINHO,318815.069,478222.603
2024-01-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,165518.763,248278.145
2024-02-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,162915.412,244373.118
2024-03-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,176364.582,264546.872
2024-04-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,154545.999,231818.999
2024-05-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,147577.886,221366.828
2024-06-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,131429.607,197144.411
2024-07-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,129111.667,193667.501
2024-08-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,126674.561,190011.841
2024-09-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,124807.45,187211.174
2024-10-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,133417.457,200126.185
2024-11-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,136990.678,205486.016
2024-12-01 00:00:00,353,CANA BRAVA,UHE.PH.GO.000630-0.01,353,CANA BRAVA,151986.098,227979.148
2024-01-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,250215.208,375322.812
2024-02-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,246279.715,369419.573
2024-03-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,266610.865,399916.297
2024-04-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,233627.649,350441.473
2024-05-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,223093.93,334640.896
2024-06-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,198682.53,298023.796
2024-07-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,195178.493,292767.739
2024-08-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,191494.312,287241.468
2024-09-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,188671.795,283007.693
2024-10-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,201687.568,302531.352
2024-11-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,207089.216,310633.824
2024-12-01 00:00:00,355,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,355,CACHOEIRA DOURADA,229757.839,344636.759
2024-01-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,469036.624,703554.936
2024-02-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,461659.413,692489.119
2024-03-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,499770.821,749656.231
2024-04-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,437942.698,656914.048
2024-05-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,418196.898,627295.346
2024-06-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,372436.926,558655.39
2024-07-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,365868.494,548802.74
2024-08-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,358962.375,538443.563
2024-09-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,353671.474,530507.212
2024-10-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,378069.969,567104.953
2024-11-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,388195.535,582293.303
2024-12-01 00:00:00,359,SALTO SANTIAGO,UHE.PH.PR.002672-7.01,359,SALTO SANTIAGO,430688.614,646032.922
2024-01-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,318947.576,478421.364
2024-02-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,313931.03,470896.546
2024-03-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,339847.005,509770.507
2024-04-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,297803.53,446705.294
2024-05-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,284376.272,426564.408
2024-06-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,253259.231,379888.847
2024-07-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,248792.66,373188.99
2024-08-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,244096.46,366144.69
2024-09-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,240498.618,360747.926
2024-10-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,257089.732,385634.598
2024-11-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,263975.175,395962.763
2024-12-01 00:00:00,360,SALTO OSORIO,UHE.PH.PR.002659-0.01,360,SALTO OSORIO,292870.711,439306.067
2024-01-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,71804.952,107707.428
2024-02-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,70675.572,106013.358
2024-03-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,76510.058,114765.088
2024-04-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,67044.774,100567.16
2024-05-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,64021.883,96032.825
2024-06-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,57016.476,85524.714
2024-07-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,56010.913,84016.369
2024-08-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,54953.654,82430.48
2024-09-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,54143.668,81215.502
2024-10-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,57878.84,86818.26
2024-11-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,59428.966,89143.45
2024-12-01 00:00:00,361,PASSO FUNDO,UHE.PH.RS.002001-0.01,361,PASSO FUNDO,65934.244,98901.366
2024-01-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,85564.784,128347.176
2024-02-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,84218.984,126328.476
2024-03-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,91171.521,136757.281
2024-04-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,79892.423,119838.635
2024-05-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,76290.263,114435.395
2024-06-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,67942.424,101913.636
2024-07-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,66744.167,100116.251
2024-08-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,65484.306,98226.46
2024-09-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,64519.106,96778.658
2024-10-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,68970.042,103455.062
2024-11-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,70817.214,106225.822
2024-12-01 00:00:00,368,MASCARENHAS,UHE.PH.ES.001432-0.01,368,MASCARENHAS,78569.085,117853.627
2024-01-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,18502.299,27753.449
2024-02-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,18211.287,27316.931
2024-03-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,19714.685,29572.027
2024-04-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,17275.723,25913.585
2024-05-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,16496.802,24745.202
2024-06-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,14691.687,22037.531
2024-07-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,14432.579,21648.869
2024-08-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,14160.15,21240.226
2024-09-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,13951.438,20927.158
2024-10-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,14913.897,22370.845
2024-11-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,15313.324,22969.986
2024-12-01 00:00:00,373,ROSAL,UHE.PH.ES.002553-4.01,373,ROSAL,16989.568,25484.352
2024-01-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,11502.151,17253.227
2024-02-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,11321.241,16981.861
2024-03-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,12255.844,18383.766
2024-04-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,10739.638,16109.456
2024-05-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,10255.412,15383.118
2024-06-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,9133.244,13699.866
2024-07-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,8972.166,13458.25
2024-08-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,8802.809,13204.213
2024-09-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,8673.06,13009.59
2024-10-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,9271.382,13907.074
2024-11-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,9519.691,14279.537
2024-12-01 00:00:00,374,NOVA MAURICIO,PCH.PH.MG.027722-3.01,374,NOVA MAURICIO,10561.746,15842.618
2024-01-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3847.41,5771.114
2024-02-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3786.896,5680.344
2024-03-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,4099.516,6149.274
2024-04-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3592.353,5388.529
2024-05-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3430.382,5145.572
2024-06-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3055.022,4582.534
2024-07-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3001.143,4501.715
2024-08-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,2944.494,4416.74
2024-09-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,2901.094,4351.64
2024-10-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3101.229,4651.843
2024-11-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3184.287,4776.431
2024-12-01 00:00:00,376,GLORIA,UHE.PH.MG.001034-0.01,376,GLORIA,3532.849,5299.273
2024-01-01 00:00:00,377,CGH ITUERÊ,CGH.PH.MG.001192-4.02,377,CGH ITUERÊ,1997.179,2995.769
2024-02-01 00:00:00,377,CGH ITUERÊ,CGH.PH.MG.001192-4.02,377,CGH ITUERÊ,1965.767,2948.651
2024-03-01 00:00:00,377,CGH ITUERÊ,CGH.PH.MG.001192-4.02,377,CGH ITUERÊ,2128.047,3192.071
